,Symbol,Date,100 day avg,100 day avg offset,100 day slope,5 day avg,5 day avg offset,5 day slope,10 day avg,10 day avg offset,10 day slope,Todays close,Todays open,Buy,Sell
415,SPG,,0,0,0,0,0,0,0,0,0,0,0,0,0
421,SPGI,,0,0,0,0,0,0,0,0,0,0,0,0,0
413,SRE,,0,0,0,0,0,0,0,0,0,0,0,0,0
426,STI,,0,0,0,0,0,0,0,0,0,0,0,0,0
424,STT,,0,0,0,0,0,0,0,0,0,0,0,0,0
411,STX,,0,0,0,0,0,0,0,0,0,0,0,0,0
132,STZ,,0,0,0,0,0,0,0,0,0,0,0,0,0
422,SWK,,0,0,0,0,0,0,0,0,0,0,0,0,0
416,SWKS,,0,0,0,0,0,0,0,0,0,0,0,0,0
429,SYF,,0,0,0,0,0,0,0,0,0,0,0,0,0
425,SYK,,0,0,0,0,0,0,0,0,0,0,0,0,0
428,SYMC,,0,0,0,0,0,0,0,0,0,0,0,0,0
431,SYY,,0,0,0,0,0,0,0,0,0,0,0,0,0
58,T,,0,0,0,0,0,0,0,0,0,0,0,0,0
325,TAP,,0,0,0,0,0,0,0,0,0,0,0,0,0
448,TDG,,0,0,0,0,0,0,0,0,0,0,0,0,0
436,TEL,,0,0,0,0,0,0,0,0,0,0,0,0,0
438,TFX,,0,0,0,0,0,0,0,0,0,0,0,0,0
435,TGT,,0,0,0,0,0,0,0,0,0,0,0,0,0
442,TIF,,0,0,0,0,0,0,0,0,0,0,0,0,0
444,TJX,,0,0,0,0,0,0,0,0,0,0,0,0,0
445,TMK,,0,0,0,0,0,0,0,0,0,0,0,0,0
441,TMO,,0,0,0,0,0,0,0,0,0,0,0,0,0
434,TPR,,0,0,0,0,0,0,0,0,0,0,0,0,0
450,TRIP,,0,0,0,0,0,0,0,0,0,0,0,0,0
432,TROW,,0,0,0,0,0,0,0,0,0,0,0,0,0
449,TRV,,0,0,0,0,0,0,0,0,0,0,0,0,0
447,TSCO,,0,0,0,0,0,0,0,0,0,0,0,0,0
453,TSN,,0,0,0,0,0,0,0,0,0,0,0,0,0
446,TSS,,0,0,0,0,0,0,0,0,0,0,0,0,0
433,TTWO,,0,0,0,0,0,0,0,0,0,0,0,0,0
443,TWTR,,0,0,0,0,0,0,0,0,0,0,0,0,0
439,TXN,,0,0,0,0,0,0,0,0,0,0,0,0,0
440,TXT,,0,0,0,0,0,0,0,0,0,0,0,0,0
458,UA,,0,0,0,0,0,0,0,0,0,0,0,0,0
457,UAA,,0,0,0,0,0,0,0,0,0,0,0,0,0
460,UAL,,0,0,0,0,0,0,0,0,0,0,0,0,0
454,UDR,,0,0,0,0,0,0,0,0,0,0,0,0,0
465,UHS,,0,0,0,0,0,0,0,0,0,0,0,0,0
455,ULTA,,0,0,0,0,0,0,0,0,0,0,0,0,0
461,UNH,,0,0,0,0,0,0,0,0,0,0,0,0,0
466,UNM,,0,0,0,0,0,0,0,0,0,0,0,0,0
459,UNP,,0,0,0,0,0,0,0,0,0,0,0,0,0
462,UPS,,0,0,0,0,0,0,0,0,0,0,0,0,0
463,URI,,0,0,0,0,0,0,0,0,0,0,0,0,0
456,USB,,0,0,0,0,0,0,0,0,0,0,0,0,0
464,UTX,,0,0,0,0,0,0,0,0,0,0,0,0,0
476,V,,0,0,0,0,0,0,0,0,0,0,0,0,0
469,VAR,,0,0,0,0,0,0,0,0,0,0,0,0,0
467,VFC,,0,0,0,0,0,0,0,0,0,0,0,0,0
475,VIAB,,0,0,0,0,0,0,0,0,0,0,0,0,0
468,VLO,,0,0,0,0,0,0,0,0,0,0,0,0,0
478,VMC,,0,0,0,0,0,0,0,0,0,0,0,0,0
477,VNO,,0,0,0,0,0,0,0,0,0,0,0,0,0
472,VRSK,,0,0,0,0,0,0,0,0,0,0,0,0,0
471,VRSN,,0,0,0,0,0,0,0,0,0,0,0,0,0
474,VRTX,,0,0,0,0,0,0,0,0,0,0,0,0,0
470,VTR,,0,0,0,0,0,0,0,0,0,0,0,0,0
473,VZ,,0,0,0,0,0,0,0,0,0,0,0,0,0
479,WAB,,0,0,0,0,0,0,0,0,0,0,0,0,0
484,WAT,,0,0,0,0,0,0,0,0,0,0,0,0,0
481,WBA,,0,0,0,0,0,0,0,0,0,0,0,0,0
486,WCG,,0,0,0,0,0,0,0,0,0,0,0,0,0
489,WDC,,0,0,0,0,0,0,0,0,0,0,0,0,0
485,WEC,,0,0,0,0,0,0,0,0,0,0,0,0,0
488,WELL,,0,0,0,0,0,0,0,0,0,0,0,0,0
487,WFC,,0,0,0,0,0,0,0,0,0,0,0,0,0
493,WHR,,0,0,0,0,0,0,0,0,0,0,0,0,0
495,WLTW,,0,0,0,0,0,0,0,0,0,0,0,0,0
483,WM,,0,0,0,0,0,0,0,0,0,0,0,0,0
494,WMB,,0,0,0,0,0,0,0,0,0,0,0,0,0
480,WMT,,0,0,0,0,0,0,0,0,0,0,0,0,0
491,WRK,,0,0,0,0,0,0,0,0,0,0,0,0,0
490,WU,,0,0,0,0,0,0,0,0,0,0,0,0,0
492,WY,,0,0,0,0,0,0,0,0,0,0,0,0,0
496,WYNN,,0,0,0,0,0,0,0,0,0,0,0,0,0
113,XEC,,0,0,0,0,0,0,0,0,0,0,0,0,0
497,XEL,,0,0,0,0,0,0,0,0,0,0,0,0,0
499,XLNX,,0,0,0,0,0,0,0,0,0,0,0,0,0
188,XOM,,0,0,0,0,0,0,0,0,0,0,0,0,0
148,XRAY,,0,0,0,0,0,0,0,0,0,0,0,0,0
498,XRX,,0,0,0,0,0,0,0,0,0,0,0,0,0
500,XYL,,0,0,0,0,0,0,0,0,0,0,0,0,0
501,YUM,,0,0,0,0,0,0,0,0,0,0,0,0,0
502,ZBH,,0,0,0,0,0,0,0,0,0,0,0,0,0
503,ZION,,0,0,0,0,0,0,0,0,0,0,0,0,0
504,ZTS,,0,0,0,0,0,0,0,0,0,0,0,0,0
